Q9ERY9	MGI:1915571
Q8BIG2	MGI:2685538
Q80Y17	MGI:102682
Q3TJ91	MGI:1918843
Q9D945	MGI:1913475
Q8VCD3	MGI:2667537
Q9D0F3	MGI:1917611
P59481	MGI:2443010
Q9DBH5	MGI:1914140
Q9D1E5	MGI:1289247
Q9JIT0	MGI:1861746
Q8K0B2	MGI:1915671
Q8C561	MGI:2444173
Q8VEE1	MGI:1353635
Q3U3R4	MGI:1923733
Q8C3X8	MGI:2146015
Q8BMN4	MGI:2444736
P48678	MGI:96794
P14733	MGI:96795
P21619	MGI:96796
Q9D4C1	MGI:1921321
Q0VET5	MGI:1919250
Q924W9	MGI:102812
P25801	MGI:102811
Q8BZL8	MGI:102810
P61969	MGI:109360
Q8BVA4	MGI:2135671
Q3UHZ5	MGI:2135672
Q3TYD6	MGI:3036247
Q5XJV6	MGI:3039582
Q9JKU8	MGI:1888519
O88609	MGI:1100513
Q8C129	MGI:2387123
Q7TQ95	MGI:1918115
O70263	MGI:1278335
Q91XL2	MGI:2155959
Q9D920	MGI:1915024
Q8CGK3	MGI:1921392
Q9DBN5	MGI:1914137
Q9D4H7	MGI:1921615
P18165	MGI:96816
C8YR32	MGI:1914609
P97873	MGI:106096
P58022	MGI:2137913
Q9Z175	MGI:1337004
Q924C6	MGI:1914823
P28301	MGI:96817
P61793	MGI:108429
Q9JL06	MGI:1858422
Q9EQ31	MGI:1929469
Q8BLG2	MGI:1925384
Q149R9	MGI:2685918
Q8BMC0	MGI:1914418
Q3TFD2	MGI:2384812
Q9D5U0	MGI:1918152
Q8BYI6	MGI:3606214
Q91V01	MGI:1315211
Q6NVG1	MGI:2138993
Q91YX5	MGI:2446186
Q80TR1	MGI:1929461
Q80TS3	MGI:2441950
Q91ZP3	MGI:1891340
Q99PI5	MGI:1891341
Q7TNN8	MGI:1891342
Q99PI4	
P11152	MGI:96820
Q8BFW7	MGI:2441849
Q8BFZ2	MGI:2445015
Q8VCY8	MGI:2384575
Q7TPB0	MGI:2388640
Q7TME0	MGI:106530
Q8BJ52	MGI:1923019
Q99N69	MGI:2147677
Q9JI60	MGI:1891259
Q9ESE1	MGI:1933162
P62046	MGI:2443390
Q3UMG5	MGI:2147870
Q8BVU0	MGI:1917394
Q921G6	MGI:1917193
Q3URS3	MGI:2686525
Q2WF71	MGI:2136810
Q80TG9	MGI:1917780
Q8BLY3	MGI:2442512
Q80XU8	MGI:2385612
Q8BXA0	MGI:2144814
Q9D5S7	MGI:1921604
Q8CDD9	MGI:2445214
P70193	MGI:107935
Q52KR2	MGI:2443718
Q6P1C6	MGI:2443955
Q8K099	MGI:2385320
Q6PFC5	MGI:2444885
Q60664	MGI:108424
Q7TQH7	MGI:1929480
Q8CB67	MGI:2442989
Q8BUJ9	MGI:2443132
Q9JI18	MGI:2151136
Q91ZX7	MGI:96828
A2ARV4	MGI:95794
Q9D4C6	MGI:1914870
Q8VI56	MGI:2442252
Q91VN0	MGI:1278315
O88572	MGI:1298218
Q924X6	MGI:1340044
P55302	MGI:96829
Q6PB66	MGI:1919666
Q8K3W2	MGI:2448063
Q3UJB3	MGI:2145269
Q8VC16	MGI:2445060
Q80X72	MGI:1921738
Q6EDY6	MGI:1915982
Q3UFQ8	MGI:2448573
Q9CXD9	MGI:1921761
Q9CQ07	MGI:1914830
Q8BZT5	MGI:2140219
Q80VQ1	MGI:2442313
Q8CI70	MGI:2387182
O35125	MGI:1315192
Q8BHA1	MGI:3605040
Q8K1T1	MGI:2445284
Q91W20	MGI:2385129
Q80YS5	MGI:1923862
Q3TX51	MGI:1915689
Q8VDB8	MGI:1921499
Q3UV48	MGI:2685172
Q9DAM1	MGI:1919077
Q3V0M2	MGI:2448585
A2VDH3	MGI:2442845
Q8BGI7	MGI:1924557
Q8VCH9	MGI:2384996
P59034	MGI:2447899
Q9CRC8	MGI:1914394
Q8K1C9	MGI:2441984
Q8R2U7	MGI:1925059
Q3V0L5	MGI:2685907
Q8CIM1	MGI:2387183
Q9DAP0	MGI:1916547
Q505F5	MGI:1920196
Q9D5E4	MGI:1921915
Q91YK0	MGI:2442689
P0C192	MGI:3027390
Q8C031	MGI:2442636
Q99PH1	MGI:2182081
Q9DAK8	MGI:1916608
Q5M8M9	MGI:1924118
Q3UY51	MGI:2685197
Q8K375	MGI:1917802
Q9D1G5	MGI:1913856
Q3UGP9	MGI:2443542
Q922Q8	MGI:2138133
Q8R2R5	MGI:2652848
A6H694	MGI:1918109
Q8K0B3	MGI:2387634
Q9D9Q0	MGI:1920564
O88978	MGI:1859553
Q9D3W5	MGI:1921735
Q14BP6	MGI:1921935
Q7TSF4	MGI:2682293
Q7TPD7	MGI:2143657
Q80TE7	MGI:2676665
Q80WG5	MGI:2652847
Q5DU41	MGI:2141353
Q8R502	MGI:2140839
Q8BGR2	MGI:1922368
Q66JT1	MGI:1919517
Q8CDN9	MGI:1925507
Q69ZB0	MGI:1918960
Q8C0R9	MGI:3045299
Q3UZ39	MGI:1342770
Q91WK0	MGI:1918518
Q0P5X1	MGI:1922228
Q14DL3	MGI:1921685
A6H6A4	MGI:1915557
Q3UHC2	MGI:2142227
Q5S006	MGI:1913975
Q61809	MGI:106038
Q8CBC6	MGI:106036
Q3TYX2	MGI:1916102
P59383	MGI:2445154
Q8K377	MGI:2389173
Q8BGA3	MGI:2389174
Q8BZ81	MGI:2389177
Q80XG9	MGI:2389180
Q80ZI6	MGI:2684789
Q8BXQ3	MGI:2442106
Q8BGX3	MGI:2141485
Q8BUI3	MGI:1918985
Q8BLK3	MGI:1261760
Q3UM18	MGI:107236
Q8QZX5	MGI:2151045
Q8BUV6	MGI:1919540
Q9D0R8	MGI:1919592
Q8K2F8	MGI:1914320
Q8CGC4	MGI:3040677
Q8VC85	MGI:1914457
O35900	MGI:90676
P62311	MGI:1914928
Q9QXA5	MGI:1354692
P62322	MGI:1913623
P62313	MGI:1925901
Q9CQQ8	MGI:1913344
Q6ZWM4	MGI:1923772
Q3UQS2	MGI:2685735
P19973	MGI:96832
Q99KG5	MGI:1927471
Q8BLN5	MGI:1336155
O08843	MGI:1096324
P24527	MGI:96836
P09225	MGI:104797
O88855	MGI:1309472
Q9JJL9	MGI:1888501
Q8CG19	MGI:109151
O08999	MGI:99502
Q61810	MGI:1101355
P41155	MGI:104796
Q8K4G1	MGI:1321395
P50284	MGI:104875
Q60860	MGI:107498
P08071	MGI:96837
P08923	MGI:96840
Q6A009	MGI:1926163
Q6NSQ7	MGI:2447810
Q7TNC4	MGI:2183260
Q5SUF2	MGI:1914934
Q9CYI4	MGI:1914228
P51885	MGI:109347
Q8K2P1	MGI:106510
Q9D6I9	MGI:1915325
Q8R4U7	MGI:107629
Q8BGY3	MGI:1889615
Q2KHK3	MGI:1921824
P70202	MGI:107633
P05533	MGI:107527
P0CW02	MGI:96882
P0CW03	MGI:3712069
P35459	MGI:96881
Q64253	MGI:106651
P35460	MGI:109441
Q8K1T4	MGI:2385809
Q8K1T5	MGI:2148974
Q9Z1Q4	MGI:2148930
Q9Z1Q3	MGI:2148931
P35461	MGI:109440
Q9WUC3	MGI:1346030
Q9WU67	MGI:1888480
Q9CWP4	MGI:1923736
Q60767	MGI:106662
O88188	MGI:1321404
Q9JHF9	MGI:1341909
Q01965	MGI:96885
Q08288	MGI:107470
Q9D7Q0	MGI:1916791
Q3V1I0	MGI:2685622
P27792	MGI:96891
P25911	MGI:96892
Q9WVC2	MGI:1345180
Q8BLC3	MGI:1919835
Q9DD23	MGI:1915561
Q91YK8	MGI:1919684
Q8BVP6	MGI:2687054
Q9D7Z7	MGI:1924192
Q9D7F2	MGI:1919147
Q8BPP5	MGI:2443848
Q9D7S0	MGI:1917413
P97823	MGI:1344588
Q9WTL7	MGI:1347000
Q3UFF7	MGI:2385115
Q9CQB7	MGI:1921169
Q8R033	MGI:1917573
Q8K215	MGI:2683538
Q91V16	MGI:1914886
Q9DA03	MGI:1922780
Q3UN90	MGI:1913524
Q9D0E3	MGI:1919409
Q9D7V2	MGI:1917332
Q99LE3	MGI:1915906
Q8CC84	MGI:1922349
P97412	MGI:107448
Q8BHC0	MGI:2136348
P17897	MGI:96902
P08905	MGI:96897
Q9CPX3	MGI:1914578
Q9D925	MGI:1916282
Q9DA11	MGI:1916694
Q8K3C3	MGI:1916401
Q9JHQ5	MGI:1934860
Q9CQ33	MGI:1914113
P60853	MGI:2684762
Q91YU6	MGI:2385095
A2AHG0	MGI:2656976
Q9Z0E1	MGI:1315200
P24668	MGI:96904
Q8BRC6	MGI:2443598
O70299	MGI:1333773
Q8BPP1	MGI:1346022
Q8CI17	MGI:2446273
Q9QXZ0	MGI:108559
Q922B1	MGI:2147583
Q3UYG8	MGI:1920149
Q9WTX8	MGI:1341857
Q9DCX1	MGI:1913841
Q9Z1B5	MGI:1860374
Q9D752	MGI:1919140
Q61826	MGI:103579
Q80U28	MGI:2444672
Q4VC33	MGI:1891748
Q8BVN9	MGI:2138453
Q9D0U6	MGI:1916127
Q8CF90	MGI:2673307
P54841	MGI:104555
O54791	MGI:96910
O54790	MGI:96911
Q61827	MGI:99951
P54843	MGI:96909
Q9CWV4	MGI:1919217
Q9QYH6	MGI:1930187
Q6PCZ4	MGI:2148149
Q9NWG9	MGI:1922875
Q9QZ04	MGI:1351648
Q6RHR9	MGI:1203522
Q9WVQ1	MGI:1354953
Q9EQJ9	MGI:1923484
Q4KL35	MGI:1859644
Q9CQL1	MGI:1913691
P61327	MGI:1330312
P20917	MGI:96912
Q9CQY5	MGI:1914325
Q8BGS0	MGI:1915170
Q04859	MGI:96913
Q8BI08	MGI:2146021
Q91X49	MGI:2385152
O09198	MGI:892970
Q9CWV0	MGI:1922843
Q2TBA3	MGI:2445027
Q8CG85	MGI:1918988
A2AJA7	MGI:2685841
Q6T264	MGI:1890504
P0C6A2	MGI:3045303
Q0ZCJ7	MGI:1921740
P39098	MGI:104676
P45700	MGI:104677
A2AJ15	MGI:2684954
P27046	MGI:104669
Q8BRK9	MGI:2150656
O09159	MGI:107286
O54782	MGI:1195262
Q91W89	MGI:1920994
Q9D8X0	MGI:1916411
Q8K2I4	MGI:88175
Q6P1J0	MGI:2684896
Q6NXH2	MGI:2444484
Q9CXI5	MGI:1922090
Q9CR33	MGI:1914979
Q3UU94	MGI:3645619
Q64133	MGI:96915
Q8BW75	MGI:96916
Q8BJS7	MGI:1921643
Q9QYR6	MGI:1306776
P14873	MGI:1306778
Q91VR7	MGI:1915661
Q9CQV6	MGI:1914693
Q8C052	MGI:2443304
P31938	MGI:1346866
Q63932	MGI:1346867
O09110	MGI:1346868
P47809	MGI:1346869
Q9WVS7	MGI:1346345
P70236	MGI:1346870
Q8CE90	MGI:1346871
P20357	MGI:97175
Q66L42	MGI:1346879
Q80XI6	MGI:1346880
Q60700	MGI:1346881
Q1HKZ5	MGI:2444243
Q9WUL6	MGI:1858204
A2AQW0	MGI:2448588
E9Q3S4	MGI:1203481
P53349	MGI:1346872
Q61083	MGI:1346873
Q61084	MGI:1346874
O08648	MGI:1346875
O35099	MGI:1346876
Q9WTR2	MGI:1855691
P58500	MGI:2446584
Q62073	MGI:1346877
Q07174	MGI:1346878
Q3U1V8	MGI:2449952
P70218	MGI:1346882
Q61161	MGI:1346883
Q99JP0	MGI:2154405
P97820	MGI:1349394
Q8BPM2	MGI:1925503
P27546	MGI:97178
Q14BB9	MGI:3607784
Q7TSJ2	MGI:1201690
A2AJI0	MGI:2384297
A2AG50	MGI:1917474
O88735	MGI:1328328
Q3TRR0	MGI:2442208
Q61831	MGI:1346863
Q9WUI1	MGI:1338024
O08911	MGI:1353438
Q9Z1B7	MGI:1346864
P47811	MGI:1346865
Q80Y86	MGI:2652894
Q8BH93	MGI:2444022
Q9D7G9	MGI:1916796
P63085	MGI:1346858
Q63844	MGI:1346859
Q6P5G0	MGI:2444559
Q61532	MGI:1354946
Q9WVS8	MGI:1346347
Q9WVI9	MGI:1309464
Q9ERE9	MGI:1926555
Q9ESN9	MGI:1353598
Q91Y86	MGI:1346861
Q9WTU6	MGI:1346862
Q8BKH7	MGI:2444554
P49138	MGI:109298
Q3UMW7	MGI:2143163
O54992	MGI:1333110
Q6NS57	MGI:1347004
Q61166	MGI:891995
Q8R001	MGI:106271
Q6PER3	MGI:2140967
P10637	MGI:97180
Q9CW42	MGI:1913362
Q922Q1	MGI:1914497
Q8CBH7	MGI:3608327
Q6NZQ8	MGI:1920175
Q99M02	MGI:1925915
Q8BRX9	MGI:2443667
Q80TE3	MGI:2683550
Q3KNM2	MGI:1915207
Q6ZQ89	MGI:2442773
Q9WV66	MGI:1931053
Q9DBD2	MGI:1919029
Q3TZ87	MGI:2446144
P28667	MGI:97143
P26645	MGI:96907
Q60754	MGI:1309998
Q8BJ34	MGI:2444505
Q8VHJ5	MGI:2664902
Q05512	MGI:99638
Q03141	MGI:1341865
Q8CIP4	MGI:1920955
Q499X9	MGI:2444136
Q68FL6	MGI:1345633
Q7TQJ1	MGI:2147570
Q3UZP0	MGI:2446166
Q9D956	MGI:1920858
P30554	MGI:96918
P98064	MGI:88492
Q91WP0	MGI:1330832
Q9R1L5	MGI:1861901
Q60592	MGI:894676
Q3U214	MGI:2683541
Q811L6	MGI:1918885
Q8C0P0	MGI:1914371
Q91X83	MGI:88017
Q3THS6	MGI:2443731
Q99LB6	MGI:1913667
P41242	MGI:99259
P51942	MGI:106591
O08746	MGI:109613
O35701	MGI:1328350
O89029	MGI:1328314
Q8K310	MGI:1298379
Q9D2X5	MGI:1921799
Q8VCF0	MGI:2444773
P28574	MGI:96921
P56671	MGI:1338823
Q8C6L5	MGI:2442261
Q8C525	MGI:1917028
Q9Z2E2	MGI:1333811
Q9Z2E1	MGI:1333813
Q9D9H3	MGI:1920753
Q9Z2D8	MGI:1333812
Q9Z2D7	MGI:1333850
B1AYB6	MGI:2138934
Q3TY92	MGI:106378
Q99LQ1	MGI:1918320
P39039	MGI:96923
P41317	MGI:96924
Q8BWY4	MGI:2679717
Q8BL86	MGI:1920102
Q9JKP5	MGI:1928482
Q8C181	MGI:2145597
Q8R003	MGI:2444912
Q8BH98	MGI:2387184
Q8R3I2	MGI:1914466
P0C7A3	MGI:2685017
Q8CHK3	MGI:1924832
P04247	MGI:96922
P04370	MGI:96925
Q6P5G3	MGI:2143977
Q9WTZ2	MGI:1927235
Q8CHX6	MGI:2444506
Q01727	MGI:99456
Q64326	MGI:96928
P33033	MGI:96929
P56450	MGI:99457
P41149	MGI:99420
Q8R2Y2	MGI:1933966
Q8R3F5	MGI:2388651
Q99MR8	MGI:1919289
Q3ULD5	MGI:1925288
Q9D1I5	MGI:1920974
Q9D8U6	MGI:1916439
Q64096	MGI:103263
Q8K5B2	MGI:2183439
Q8JZL2	MGI:2180756
Q3UZ45	MGI:3648807
P97287	MGI:101769
Q0VBD2	MGI:1917274
P97310	MGI:105380
Q9WUU9	MGI:1930089
P25206	MGI:101845
P49717	MGI:103199
P49718	MGI:103197
P97311	MGI:1298227
Q61881	MGI:1298398
Q9CWV1	MGI:1913884
Q2KHI9	MGI:1918817
Q8R3C0	MGI:1920977
E9Q956	MGI:3045334
Q99J21	MGI:1890498
Q8K595	MGI:1915529
Q8R4F0	MGI:1890500
Q7TT79	MGI:2443308
P11034	MGI:96937
P15119	MGI:96938
P21843	MGI:96939
P21812	MGI:96940
P43430	MGI:1261780
O35164	MGI:1194491
Q00356	MGI:102792
Q99L90	MGI:1858420
Q5RJH2	MGI:2685335
Q9DB27	MGI:1916245
Q9CQ21	MGI:1913655
Q3UMR5	MGI:3026965
Q9CXD6	MGI:1923387
Q5PSV9	MGI:3525201
Q8BX65	MGI:104611
P70331	MGI:107687
Q0PMG2	MGI:1922012
P60755	MGI:2444706
Q5F204	MGI:1923918
P14152	MGI:97051
P08249	MGI:97050
P12025	MGI:96949
Q9D067	MGI:96951
P23804	MGI:96952
O35618	MGI:107934
Q9D967	MGI:1915131
P06801	MGI:97043
Q99KE1	MGI:2147351
Q8BMF3	MGI:1916679
Q64327	MGI:96957
Q2VPQ9	MGI:1917338
P14404	MGI:95457
Q9Z1L8	
Q9Z2D6	MGI:99918
Q9DCS3	MGI:1349441
Q9CXU0	MGI:106331
Q9D8C6	MGI:1913422
A2AGH6	MGI:1926212
Q8BQM9	MGI:2139916
Q6JPI3	MGI:2670178
Q5SWW4	MGI:3029632
A2ABV5	MGI:1349442
Q924H2	MGI:2137379
Q6PGF3	MGI:2158394
Q8VCD5	MGI:2182585
Q9CZ82	MGI:1914469
Q8C1S0	MGI:1914234
Q925J9	MGI:1100846
Q9R0X0	MGI:1929648
Q9CQ39	MGI:1347064
Q62276	MGI:98446
Q80YQ2	MGI:1917458
Q99K74	MGI:1344385
Q8VCB2	MGI:1922863
Q7TN02	MGI:1917875
Q9DB40	MGI:1916225
Q920D3	MGI:1914249
Q9DB91	MGI:1914474
Q9CQI9	MGI:1917040
Q9CXU1	MGI:1914529
Q9CQA5	MGI:1914631
Q921D4	MGI:1917042
Q9CZB6	MGI:1913463
Q9D7W5	MGI:1915269
Q8VCS6	MGI:2183151
Q14BA6	MGI:1917967
Q60929	MGI:99532
O55087	MGI:104526
Q8CFN5	MGI:99458
Q63943	MGI:99533
Q9JJ26	MGI:1859396
Q6DIB5	MGI:2685177
Q80T91	MGI:1920951
Q80V70	MGI:1919351
P60882	MGI:2446294
Q8BH27	MGI:1918264
Q9D4I2	MGI:3028590
Q8BRM6	MGI:1922283
Q61845	MGI:1202878
Q5F2C3	MGI:1922097
Q9D513	MGI:1922428
Q60954	MGI:104717
P97367	MGI:108564
P97368	MGI:108519
Q61846	MGI:106924
Q91VH6	MGI:1924140
O88559	MGI:1316736
P32442	MGI:103220
P32443	MGI:103219
P28825	MGI:96963
Q61847	MGI:96964
Q8K3A9	MGI:106477
Q60805	MGI:96965
Q9ERE8	MGI:1891420
Q9ERE7	MGI:1891421
P97309	MGI:107785
O08574	MGI:1096325
Q07646	MGI:96968
Q9CPW9	MGI:1913809
Q8BP48	MGI:1922874
O08663	MGI:1929701
P16056	MGI:96969
Q8VE43	MGI:2384806
Q8C1Q4	MGI:1917333
Q9D853	MGI:1919346
B2RXM4	MGI:2685053
Q91YR5	MGI:1918699
Q3UIK4	MGI:2442926
Q9DCL4	MGI:1924144
Q9CQG2	MGI:1914743
Q3U2U7	MGI:1098577
Q9CZ09	MGI:1917212
Q9Z120	MGI:1339986
Q80ZM3	MGI:2443575
Q9CQL0	MGI:1914349
Q8BLU2	MGI:3611450
Q8CDZ2	MGI:2685837
Q8R1C6	MGI:2384301
A2AA28	MGI:1921569
Q8CCB5	MGI:3045338
Q6NXH8	MGI:3041259
Q8BMK1	MGI:1289171
Q8C3P7	MGI:1927165
Q3U034	MGI:1924031
Q8K1A0	MGI:1922672
Q8BVH9	MGI:1914261
Q9DD20	MGI:1918914
A2AUU0	MGI:2385142
Q9EPL4	MGI:1914862
Q69Z36	MGI:1918252
Q05A36	MGI:2652843
Q3UE17	MGI:2681847
Q9CQU1	MGI:1914782
P55002	MGI:99559
Q9D3X9	MGI:1918556
Q922T2	MGI:1924068
Q9D1H9	MGI:1342276
Q9QZJ6	MGI:1354387
Q6PCP5	MGI:1922984
P21956	MGI:102768
Q3V1N1	MGI:1098644
Q9R0R1	MGI:1353421
Q811U4	MGI:1914664
Q80U63	MGI:2442230
O09008	MGI:1095404
Q8K480	MGI:2385957
Q9D2V8	MGI:1915544
Q8BJ51	MGI:1917150
Q3U481	MGI:3604804
Q9DC37	MGI:1914118
Q9DA75	MGI:1923824
Q3T9M1	MGI:3583946
Q5U419	MGI:1916822
Q6PDC8	MGI:2442786
Q921Y4	MGI:2145901
Q8R3N2	MGI:2384904
Q8CBH5	MGI:1922925
Q8CE47	MGI:2442629
B2RXV4	MGI:2444881
Q91X85	MGI:2384974
Q8BH31	MGI:1919425
Q8C0T7	MGI:2443548
A2AWL7	MGI:1352483
Q8VI64	MGI:1914999
P27808	MGI:96973
Q921V5	MGI:2384966
Q10470	MGI:104532
Q812G0	MGI:2662992
Q812F8	MGI:2143974
Q9D306	MGI:1914819
Q9D4R2	MGI:1914805
A6H684	MGI:1918251
Q765H6	MGI:3606200
Q8R4G6	MGI:894701
Q9EQQ9	MGI:1932139
O35678	MGI:1346042
Q9CXC3	MGI:1921778
P26187	MGI:96977
P19788	MGI:96976
Q9D074	MGI:2447670
Q91VS7	MGI:1913850
Q9CPU4	MGI:1913697
Q91ZV0	MGI:2159614
Q8BI84	MGI:2443183
Q61865	MGI:109615
Q80SY4	MGI:2443157
Q8R516	MGI:2679684
Q8VDP3	MGI:2385847
Q8BML1	MGI:2444947
Q8CJ19	MGI:2442733
Q9D5U9	MGI:1918127
Q8BGT6	MGI:105870
Q3TN34	MGI:2444818
Q8VCX5	MGI:2384909
Q8CD10	MGI:1915764
Q9CTY5	MGI:1925756
Q9CQ20	MGI:1915291
O70583	MGI:1100537
P82456	
P82457	
Q9QUS6	MGI:1344333
Q3TPJ7	MGI:1890222
Q8BGV8	MGI:2146020
Q5NCS9	MGI:2144199
Q9CQ86	MGI:1913678
Q5UAK0	MGI:1918398
Q3U3N0	MGI:1917677
Q3UHF3	MGI:2442317
Q3UBZ5	MGI:1916924
P34884	MGI:96982
A2A7Y5	MGI:106506
Q3TB92	MGI:2685731
Q8CD15	MGI:1914264
Q9JM52	MGI:1355329
Q7TNS2	MGI:1913628
Q9Z2L6	MGI:1336159
Q8VE19	MGI:2182066
Q9QXN5	MGI:1891725
A6H611	MGI:1917728
Q9D9F8	MGI:1920740
P51180	MGI:96990
Q9CY25	MGI:1914389
Q9CZJ6	MGI:1913828
Q80WQ8	MGI:2145099
Q9D279	MGI:1926156
Q8VDV8	MGI:1916278
Q08874	MGI:104554
Q9WUI0	MGI:1351322
Q9JI70	MGI:1891836
Q8K4J6	MGI:2384495
P59759	MGI:3050795
O89050	MGI:1351638
O08605	MGI:894316
Q8CDB0	MGI:894279
Q9QXP6	MGI:1859353
Q9ERV1	MGI:1914277
Q60764	MGI:2181178
Q5SW45	MGI:3584243
Q8BIA3	MGI:2687286
Q8VHK5	MGI:2157910
Q6ZQI3	MGI:1924015
Q9QWV4	MGI:1341819
Q99KX1	MGI:1353554
Q9JK91	MGI:101938
Q5FW52	MGI:1916892
Q9D2Y4	MGI:1921818
O54826	MGI:1329038
P97783	MGI:1929671
A2AM29	MGI:1917372
Q9QZQ1	MGI:1314653
Q91V27	MGI:2176380
Q9DCJ1	MGI:1929514
Q99MZ3	MGI:1927999
Q2VPU4	MGI:2141183
O08609	MGI:108398
Q99J39	MGI:1928485
Q8C7H1	MGI:1923805
Q9D273	MGI:1924947
Q9CZD0	MGI:1914346
Q99LS1	MGI:1923786
Q8R189	MGI:1922354
Q9CQY7	MGI:1914718
Q9JLI3	MGI:1351603
Q61391	MGI:97004
Q8K273	MGI:2384305
Q8R3L0	MGI:2448491
O55123	MGI:97007
Q02853	MGI:97008
P34960	MGI:97005
P33435	MGI:1340026
P53690	MGI:101900
O54732	MGI:109320
Q9WTR0	MGI:1276107
Q9R0S3	MGI:1346076
Q9JHI0	MGI:1927899
Q9EPL5	MGI:1933846
Q9EPL6	MGI:1933847
P57748	MGI:1353466
Q8K3F2	MGI:2664387
O88676	MGI:1347361
Q9R0S2	MGI:1341867
Q3U435	MGI:2443938
P33434	MGI:97009
P28862	MGI:97010
Q10738	MGI:103189
O70138	MGI:1202395
P41245	MGI:97011
B2RPV6	MGI:1918195
A6H6E2	MGI:2385618
Q9D071	MGI:1919449
B1AUR6	MGI:2684980
P51949	MGI:106207
Q8K396	MGI:1924165
D0QMC3	MGI:3780953
Q08619	MGI:3041120
Q61884	MGI:107933
O08789	MGI:109150
Q9QZW9	MGI:109160
Q9ERH6	MGI:1915555
Q921Y0	MGI:2442631
Q8BPB0	MGI:1915723
Q8VI63	MGI:1919891
Q8BSU7	MGI:3050117
Q8VE04	MGI:2664539
Q8BJG4	MGI:2140623
Q6PEB6	MGI:104899
Q9D2P8	MGI:108511
Q14CH1	MGI:1915841
Q5RKZ7	MGI:1928904
Q9Z223	MGI:1336894
Q9Z224	
A2BDX3	MGI:1916622
Q91ZV4	MGI:1915643
Q80W94	MGI:2663253
Q61885	MGI:97435
Q80UM7	MGI:1929872
Q9WVS4	MGI:1336881
Q6PDG8	MGI:1920075
Q8BMQ8	MGI:1923231
Q80TL7	MGI:1914324
Q9WVL5	MGI:1316740
Q69ZX6	MGI:1921772
Q8C5W4	MGI:3045293
Q8BMD7	MGI:1922996
P60762	MGI:1096551
Q9R0Q4	MGI:1927167
Q6UL01	MGI:2674071
Q8C5T4	MGI:1922140
Q6PGF2	MGI:2449568
Q9DAI9	MGI:1922745
P00536	MGI:97052
Q8VEL0	MGI:1917630
Q9CWP6	MGI:1924013
Q8BGG6	MGI:1916179
Q99MV5	MGI:1891384
P23249	MGI:97054
Q9CXI3	MGI:1921582
Q7TT41	MGI:2388042
P63030	MGI:1915240
Q9D023	MGI:1917706
Q9R0Q9	MGI:1346040
Q8VBX6	MGI:1343489
A1L314	MGI:1333743
Q04841	MGI:97073
Q810V0	MGI:1915223
Q9D1Q1	MGI:1915783
Q3TYA6	MGI:1922589
A6H5Y1	MGI:2443138
Q924M7	MGI:97075
Q9D011	MGI:1913558
Q08351	MGI:97076
Q3TV65	MGI:1915297
P11247	MGI:97137
P70290	MGI:105941
Q9WV34	MGI:1858257
O88910	MGI:1328354
Q6P7F1	MGI:2386681
Q9JLB2	MGI:1927339
Q9JLB0	MGI:1927340
Q8BVD5	MGI:1922989
Q80XL7	MGI:2661311
Q91ZG2	MGI:106316
Q9CZJ0	MGI:1924265
P97434	MGI:1349438
Q99J99	MGI:2179733
Q8R1M8	MGI:1913539
Q8VIK2	MGI:2681846
Q99MS3	MGI:2135951
P19258	MGI:97138
Q3TEW6	MGI:1915731
O70255	MGI:1289160
Q3V3F6	MGI:2442647
P27573	MGI:103177
Q8HWB0	MGI:1195463
D3Z1Q2	MGI:3609239
Q9D159	MGI:1924287
O08989	MGI:1100856
Q61830	MGI:97142
Q64449	MGI:107818
Q61216	MGI:1100512
Q6NVG5	MGI:2151839
Q9CQL7	MGI:1914818
Q9DAT2	MGI:1920497
Q91WW5	MGI:3033095
Q91WW4	MGI:3033098
Q91WW3	MGI:2684085
Q91WW2	MGI:3033100
Q91ZC7	MGI:3033102
Q91ZC6	MGI:3033107
Q91ZC5	MGI:3033109
Q91ZC4	MGI:3033111
Q3UG61	MGI:3033115
Q3KNA1	MGI:2441674
Q91ZC1	MGI:3033117
Q91ZC0	MGI:3033119
Q91ZB9	MGI:3033121
Q7TN51	MGI:3033134
Q91ZB8	MGI:3033142
Q91ZB7	MGI:2441884
Q8VCJ6	MGI:2384823
Q91ZB5	MGI:3033145
Q99MT8	MGI:1934134
Q8CIP3	MGI:3033139
Q3UG50	MGI:3588270
Q9CQT1	MGI:1915123
Q99J25	MGI:2443470
D3Z750	MGI:3705228
Q7M6Y6	MGI:1921905
A2AVR2	MGI:2685873
Q7TNB4	MGI:2152817
Q3TBW2	MGI:1333801
Q9CQF0	MGI:2137215
Q9DB15	MGI:1926273
Q9D1P0	MGI:2137218
Q9D1I6	MGI:1333864
Q9CPR5	MGI:1351639
Q99N93	MGI:2137219
Q9D8P4	MGI:1351608
Q9CQL5	MGI:1914931
Q9D338	MGI:1926274
Q99N96	MGI:2137202
Q9CQL4	MGI:2137221
Q9D1N9	MGI:2660674
Q8BU88	MGI:1333794
O35972	MGI:1196612
Q9CQ06	MGI:1914957
Q99N92	MGI:2137224
Q9D1B9	MGI:1915861
Q9D773	MGI:1351622
Q9D7N6	MGI:1333820
Q9DCI9	MGI:2137226
Q9CQP0	MGI:2137225
Q99N91	MGI:2137227
Q9CQL6	MGI:1913473
Q99N90	MGI:2137228
